Sport,Event,Market,Outcome,Bookmaker,Odds
MLS,D.C. United vs St. Louis City SC,totals_2.5,Under,BetMGM,-110
MLS,FC Cincinnati vs Inter Miami CF,h2h,Draw,Bally Bet,290
MLS,FC Cincinnati vs Inter Miami CF,h2h,Draw,BetMGM,300
MLS,FC Cincinnati vs Inter Miami CF,h2h,Draw,DraftKings,285
MLS,FC Cincinnati vs Inter Miami CF,h2h,Draw,FanDuel,320
MLS,FC Cincinnati vs Inter Miami CF,h2h,Draw,theScore Bet,290
MLS,FC Cincinnati vs Inter Miami CF,h2h,FC Cincinnati,Bally Bet,190
MLS,FC Cincinnati vs Inter Miami CF,h2h,FC Cincinnati,BetMGM,195
MLS,FC Cincinnati vs Inter Miami CF,h2h,FC Cincinnati,DraftKings,200
MLS,FC Cincinnati vs Inter Miami CF,h2h,FC Cincinnati,FanDuel,190
MLS,FC Cincinnati vs Inter Miami CF,h2h,FC Cincinnati,theScore Bet,200
MLS,FC Cincinnati vs Inter Miami CF,h2h,Inter Miami CF,Bally Bet,114
MLS,FC Cincinnati vs Inter Miami CF,h2h,Inter Miami CF,BetMGM,105
MLS,FC Cincinnati vs Inter Miami CF,h2h,Inter Miami CF,DraftKings,105
MLS,FC Cincinnati vs Inter Miami CF,h2h,Inter Miami CF,FanDuel,110
MLS,FC Cincinnati vs Inter Miami CF,h2h,Inter Miami CF,theScore Bet,105
MLS,FC Cincinnati vs Inter Miami CF,totals_3.5,Over,Bally Bet,-120
MLS,FC Cincinnati vs Inter Miami CF,totals_3.5,Over,BetMGM,-120
MLS,FC Cincinnati vs Inter Miami CF,totals_3.5,Under,Bally Bet,-109
MLS,FC Cincinnati vs Inter Miami CF,totals_3.5,Under,BetMGM,-115
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,Draw,Bally Bet,275
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,Draw,BetMGM,260
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,Draw,DraftKings,235
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,Draw,FanDuel,270
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,Draw,theScore Bet,260
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,FC Dallas,Bally Bet,260
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,FC Dallas,BetMGM,230
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,FC Dallas,DraftKings,260
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,FC Dallas,FanDuel,240
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,FC Dallas,theScore Bet,250
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,Vancouver Whitecaps FC,Bally Bet,-109
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,Vancouver Whitecaps FC,BetMGM,100
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,Vancouver Whitecaps FC,DraftKings,100
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,Vancouver Whitecaps FC,FanDuel,100
MLS,FC Dallas vs Vancouver Whitecaps FC,h2h,Vancouver Whitecaps FC,theScore Bet,100
MLS,FC Dallas vs Vancouver Whitecaps FC,totals_3.5,Over,Bally Bet,138
MLS,FC Dallas vs Vancouver Whitecaps FC,totals_3.5,Over,BetMGM,130
MLS,FC Dallas vs Vancouver Whitecaps FC,totals_3.5,Under,Bally Bet,-180
MLS,FC Dallas vs Vancouver Whitecaps FC,totals_3.5,Under,BetMGM,-190
MLS,Houston Dynamo vs Vancouver Whitecaps FC,h2h,Draw,Bally Bet,275
MLS,Houston Dynamo vs Vancouver Whitecaps FC,h2h,Draw,BetMGM,260
MLS,Houston Dynamo vs Vancouver Whitecaps FC,h2h,Draw,FanDuel,280
MLS,Houston Dynamo vs Vancouver Whitecaps FC,h2h,Houston Dynamo,Bally Bet,215
MLS,Houston Dynamo vs Vancouver Whitecaps FC,h2h,Houston Dynamo,BetMGM,210
MLS,Houston Dynamo vs Vancouver Whitecaps FC,h2h,Houston Dynamo,FanDuel,200
MLS,Houston Dynamo vs Vancouver Whitecaps FC,h2h,Vancouver Whitecaps FC,Bally Bet,108
MLS,Houston Dynamo vs Vancouver Whitecaps FC,h2h,Vancouver Whitecaps FC,BetMGM,110
MLS,Houston Dynamo vs Vancouver Whitecaps FC,h2h,Vancouver Whitecaps FC,FanDuel,110
MLS,Houston Dynamo vs Vancouver Whitecaps FC,totals_3.5,Over,Bally Bet,123
MLS,Houston Dynamo vs Vancouver Whitecaps FC,totals_3.5,Over,BetMGM,125
MLS,Houston Dynamo vs Vancouver Whitecaps FC,totals_3.5,Under,Bally Bet,-162
MLS,Houston Dynamo vs Vancouver Whitecaps FC,totals_3.5,Under,BetMGM,-185
MLS,Inter Miami CF vs Portland Timbers,h2h,Draw,Bally Bet,430
MLS,Inter Miami CF vs Portland Timbers,h2h,Draw,BetMGM,450
MLS,Inter Miami CF vs Portland Timbers,h2h,Draw,FanDuel,490
MLS,Inter Miami CF vs Portland Timbers,h2h,Inter Miami CF,Bally Bet,-275
MLS,Inter Miami CF vs Portland Timbers,h2h,Inter Miami CF,BetMGM,-285
MLS,Inter Miami CF vs Portland Timbers,h2h,Inter Miami CF,FanDuel,-360
MLS,Inter Miami CF vs Portland Timbers,h2h,Portland Timbers,Bally Bet,575
MLS,Inter Miami CF vs Portland Timbers,h2h,Portland Timbers,BetMGM,575
MLS,Inter Miami CF vs Portland Timbers,h2h,Portland Timbers,FanDuel,700
MLS,Inter Miami CF vs Portland Timbers,totals_3.5,Over,Bally Bet,-150
MLS,Inter Miami CF vs Portland Timbers,totals_3.5,Over,BetMGM,-140
MLS,Inter Miami CF vs Portland Timbers,totals_3.5,Under,Bally Bet,115
MLS,Inter Miami CF vs Portland Timbers,totals_3.5,Under,BetMGM,-102
MLS,Minnesota United FC vs Colorado Rapids,h2h,Colorado Rapids,Bally Bet,280
MLS,Minnesota United FC vs Colorado Rapids,h2h,Colorado Rapids,BetMGM,290
MLS,Minnesota United FC vs Colorado Rapids,h2h,Colorado Rapids,FanDuel,290
MLS,Minnesota United FC vs Colorado Rapids,h2h,Colorado Rapids,theScore Bet,300
MLS,Minnesota United FC vs Colorado Rapids,h2h,Draw,Bally Bet,285
MLS,Minnesota United FC vs Colorado Rapids,h2h,Draw,BetMGM,280
MLS,Minnesota United FC vs Colorado Rapids,h2h,Draw,FanDuel,290
MLS,Minnesota United FC vs Colorado Rapids,h2h,Draw,theScore Bet,280
MLS,Minnesota United FC vs Colorado Rapids,h2h,Minnesota United FC,Bally Bet,-118
MLS,Minnesota United FC vs Colorado Rapids,h2h,Minnesota United FC,BetMGM,-125
MLS,Minnesota United FC vs Colorado Rapids,h2h,Minnesota United FC,FanDuel,-130
MLS,Minnesota United FC vs Colorado Rapids,h2h,Minnesota United FC,theScore Bet,-130
MLS,Minnesota United FC vs Colorado Rapids,totals_2.5,Over,Bally Bet,-186
MLS,Minnesota United FC vs Colorado Rapids,totals_2.5,Over,BetMGM,-175
MLS,Minnesota United FC vs Colorado Rapids,totals_2.5,Under,Bally Bet,140
MLS,Minnesota United FC vs Colorado Rapids,totals_2.5,Under,BetMGM,120
MLS,Nashville SC vs Los Angeles FC,h2h,Draw,Bally Bet,240
MLS,Nashville SC vs Los Angeles FC,h2h,Draw,BetMGM,250
MLS,Nashville SC vs Los Angeles FC,h2h,Draw,FanDuel,270
MLS,Nashville SC vs Los Angeles FC,h2h,Los Angeles FC,Bally Bet,210
MLS,Nashville SC vs Los Angeles FC,h2h,Los Angeles FC,BetMGM,200
MLS,Nashville SC vs Los Angeles FC,h2h,Los Angeles FC,FanDuel,190
MLS,Nashville SC vs Los Angeles FC,h2h,Nashville SC,Bally Bet,120
MLS,Nashville SC vs Los Angeles FC,h2h,Nashville SC,BetMGM,120
MLS,Nashville SC vs Los Angeles FC,h2h,Nashville SC,FanDuel,120
MLS,Nashville SC vs Los Angeles FC,totals_2.5,Over,Bally Bet,-125
MLS,Nashville SC vs Los Angeles FC,totals_2.5,Over,BetMGM,-155
MLS,Nashville SC vs Los Angeles FC,totals_2.5,Under,Bally Bet,-105
MLS,Nashville SC vs Los Angeles FC,totals_2.5,Under,BetMGM,110
MLS,New England Revolution vs Minnesota United FC,h2h,Draw,Bally Bet,250
MLS,New England Revolution vs Minnesota United FC,h2h,Draw,BetMGM,250
MLS,New England Revolution vs Minnesota United FC,h2h,Draw,FanDuel,250
MLS,New England Revolution vs Minnesota United FC,h2h,Minnesota United FC,Bally Bet,185
MLS,New England Revolution vs Minnesota United FC,h2h,Minnesota United FC,BetMGM,210
MLS,New England Revolution vs Minnesota United FC,h2h,Minnesota United FC,FanDuel,200
MLS,New England Revolution vs Minnesota United FC,h2h,New England Revolution,Bally Bet,135
MLS,New England Revolution vs Minnesota United FC,h2h,New England Revolution,BetMGM,115
MLS,New England Revolution vs Minnesota United FC,h2h,New England Revolution,FanDuel,120
MLS,New England Revolution vs Minnesota United FC,totals_2.5,Over,Bally Bet,-139
MLS,New England Revolution vs Minnesota United FC,totals_2.5,Over,BetMGM,-130
MLS,New England Revolution vs Minnesota United FC,totals_2.5,Under,Bally Bet,108
MLS,New England Revolution vs Minnesota United FC,totals_2.5,Under,BetMGM,-110
MLS,New England Revolution vs Nashville SC,h2h,Draw,Bally Bet,250
MLS,New England Revolution vs Nashville SC,h2h,Draw,BetMGM,240
MLS,New England Revolution vs Nashville SC,h2h,Draw,DraftKings,230
MLS,New England Revolution vs Nashville SC,h2h,Draw,FanDuel,250
MLS,New England Revolution vs Nashville SC,h2h,Draw,theScore Bet,240
MLS,New England Revolution vs Nashville SC,h2h,Nashville SC,Bally Bet,135
MLS,New England Revolution vs Nashville SC,h2h,Nashville SC,BetMGM,135
MLS,New England Revolution vs Nashville SC,h2h,Nashville SC,DraftKings,135
MLS,New England Revolution vs Nashville SC,h2h,Nashville SC,FanDuel,135
MLS,New England Revolution vs Nashville SC,h2h,Nashville SC,theScore Bet,135
MLS,New England Revolution vs Nashville SC,h2h,New England Revolution,Bally Bet,185
MLS,New England Revolution vs Nashville SC,h2h,New England Revolution,BetMGM,180
MLS,New England Revolution vs Nashville SC,h2h,New England Revolution,DraftKings,180
MLS,New England Revolution vs Nashville SC,h2h,New England Revolution,FanDuel,180
MLS,New England Revolution vs Nashville SC,h2h,New England Revolution,theScore Bet,190
MLS,New England Revolution vs Nashville SC,totals_2.5,Over,Bally Bet,-136
MLS,New England Revolution vs Nashville SC,totals_2.5,Over,BetMGM,-130
MLS,New England Revolution vs Nashville SC,totals_2.5,Under,Bally Bet,105
MLS,New England Revolution vs Nashville SC,totals_2.5,Under,BetMGM,-110
MLS,New York Red Bulls vs Columbus Crew SC,h2h,Columbus Crew SC,Bally Bet,155
MLS,New York Red Bulls vs Columbus Crew SC,h2h,Columbus Crew SC,BetMGM,130
MLS,New York Red Bulls vs Columbus Crew SC,h2h,Columbus Crew SC,FanDuel,130
MLS,New York Red Bulls vs Columbus Crew SC,h2h,Columbus Crew SC,theScore Bet,130
MLS,New York Red Bulls vs Columbus Crew SC,h2h,Draw,Bally Bet,260
MLS,New York Red Bulls vs Columbus Crew SC,h2h,Draw,BetMGM,270
MLS,New York Red Bulls vs Columbus Crew SC,h2h,Draw,FanDuel,280
MLS,New York Red Bulls vs Columbus Crew SC,h2h,Draw,theScore Bet,270
MLS,New York Red Bulls vs Columbus Crew SC,h2h,New York Red Bulls,Bally Bet,155
MLS,New York Red Bulls vs Columbus Crew SC,h2h,New York Red Bulls,BetMGM,165
MLS,New York Red Bulls vs Columbus Crew SC,h2h,New York Red Bulls,FanDuel,170
MLS,New York Red Bulls vs Columbus Crew SC,h2h,New York Red Bulls,theScore Bet,170
MLS,New York Red Bulls vs Columbus Crew SC,totals_2.5,Over,Bally Bet,-177
MLS,New York Red Bulls vs Columbus Crew SC,totals_2.5,Under,Bally Bet,135
MLS,New York Red Bulls vs Columbus Crew SC,totals_3.5,Over,BetMGM,120
MLS,New York Red Bulls vs Columbus Crew SC,totals_3.5,Under,BetMGM,-175
MLS,New York Red Bulls vs New York City FC,h2h,Draw,Bally Bet,270
MLS,New York Red Bulls vs New York City FC,h2h,Draw,BetMGM,280
MLS,New York Red Bulls vs New York City FC,h2h,Draw,FanDuel,270
MLS,New York Red Bulls vs New York City FC,h2h,New York City FC,Bally Bet,205
MLS,New York Red Bulls vs New York City FC,h2h,New York City FC,BetMGM,175
MLS,New York Red Bulls vs New York City FC,h2h,New York City FC,FanDuel,190
MLS,New York Red Bulls vs New York City FC,h2h,New York Red Bulls,Bally Bet,114
MLS,New York Red Bulls vs New York City FC,h2h,New York Red Bulls,BetMGM,125
MLS,New York Red Bulls vs New York City FC,h2h,New York Red Bulls,FanDuel,120
MLS,New York Red Bulls vs New York City FC,totals_2.5,Over,Bally Bet,-177
MLS,New York Red Bulls vs New York City FC,totals_2.5,Over,BetMGM,-175
MLS,New York Red Bulls vs New York City FC,totals_2.5,Under,Bally Bet,133
MLS,New York Red Bulls vs New York City FC,totals_2.5,Under,BetMGM,125
MLS,Orlando City SC vs Atlanta United FC,h2h,Atlanta United FC,Bally Bet,250
MLS,Orlando City SC vs Atlanta United FC,h2h,Atlanta United FC,BetMGM,250
MLS,Orlando City SC vs Atlanta United FC,h2h,Atlanta United FC,FanDuel,240
MLS,Orlando City SC vs Atlanta United FC,h2h,Draw,Bally Bet,285
MLS,Orlando City SC vs Atlanta United FC,h2h,Draw,BetMGM,280
MLS,Orlando City SC vs Atlanta United FC,h2h,Draw,FanDuel,310
MLS,Orlando City SC vs Atlanta United FC,h2h,Orlando City SC,Bally Bet,-109
MLS,Orlando City SC vs Atlanta United FC,h2h,Orlando City SC,BetMGM,-110
MLS,Orlando City SC vs Atlanta United FC,h2h,Orlando City SC,FanDuel,-120
MLS,Orlando City SC vs Atlanta United FC,totals_3.5,Over,Bally Bet,125
MLS,Orlando City SC vs Atlanta United FC,totals_3.5,Over,BetMGM,105
MLS,Orlando City SC vs Atlanta United FC,totals_3.5,Under,Bally Bet,-162
MLS,Orlando City SC vs Atlanta United FC,totals_3.5,Under,BetMGM,-150
MLS,Orlando City SC vs Philadelphia Union,h2h,Draw,Bally Bet,250
MLS,Orlando City SC vs Philadelphia Union,h2h,Draw,BetMGM,260
MLS,Orlando City SC vs Philadelphia Union,h2h,Draw,DraftKings,265
MLS,Orlando City SC vs Philadelphia Union,h2h,Draw,FanDuel,260
MLS,Orlando City SC vs Philadelphia Union,h2h,Draw,theScore Bet,260
MLS,Orlando City SC vs Philadelphia Union,h2h,Orlando City SC,Bally Bet,215
MLS,Orlando City SC vs Philadelphia Union,h2h,Orlando City SC,BetMGM,200
MLS,Orlando City SC vs Philadelphia Union,h2h,Orlando City SC,DraftKings,205
MLS,Orlando City SC vs Philadelphia Union,h2h,Orlando City SC,FanDuel,200
MLS,Orlando City SC vs Philadelphia Union,h2h,Orlando City SC,theScore Bet,200
MLS,Orlando City SC vs Philadelphia Union,h2h,Philadelphia Union,Bally Bet,114
MLS,Orlando City SC vs Philadelphia Union,h2h,Philadelphia Union,BetMGM,115
MLS,Orlando City SC vs Philadelphia Union,h2h,Philadelphia Union,DraftKings,110
MLS,Orlando City SC vs Philadelphia Union,h2h,Philadelphia Union,FanDuel,115
MLS,Orlando City SC vs Philadelphia Union,h2h,Philadelphia Union,theScore Bet,115
MLS,Orlando City SC vs Philadelphia Union,totals_2.5,Over,Bally Bet,-130
MLS,Orlando City SC vs Philadelphia Union,totals_2.5,Over,BetMGM,-150
MLS,Orlando City SC vs Philadelphia Union,totals_2.5,Under,Bally Bet,100
MLS,Orlando City SC vs Philadelphia Union,totals_2.5,Under,BetMGM,105
MLS,Philadelphia Union vs Columbus Crew SC,h2h,Columbus Crew SC,Bally Bet,175
MLS,Philadelphia Union vs Columbus Crew SC,h2h,Columbus Crew SC,BetMGM,150
MLS,Philadelphia Union vs Columbus Crew SC,h2h,Columbus Crew SC,FanDuel,140
MLS,Philadelphia Union vs Columbus Crew SC,h2h,Draw,Bally Bet,250
MLS,Philadelphia Union vs Columbus Crew SC,h2h,Draw,BetMGM,250
MLS,Philadelphia Union vs Columbus Crew SC,h2h,Draw,FanDuel,260
MLS,Philadelphia Union vs Columbus Crew SC,h2h,Philadelphia Union,Bally Bet,140
MLS,Philadelphia Union vs Columbus Crew SC,h2h,Philadelphia Union,BetMGM,160
MLS,Philadelphia Union vs Columbus Crew SC,h2h,Philadelphia Union,FanDuel,170
MLS,Philadelphia Union vs Columbus Crew SC,totals_2.5,Over,Bally Bet,-136
MLS,Philadelphia Union vs Columbus Crew SC,totals_2.5,Over,BetMGM,-155
MLS,Philadelphia Union vs Columbus Crew SC,totals_2.5,Under,Bally Bet,105
MLS,Philadelphia Union vs Columbus Crew SC,totals_2.5,Under,BetMGM,110
MLS,Real Salt Lake vs Colorado Rapids,h2h,Colorado Rapids,Bally Bet,370
MLS,Real Salt Lake vs Colorado Rapids,h2h,Colorado Rapids,BetMGM,340
MLS,Real Salt Lake vs Colorado Rapids,h2h,Colorado Rapids,FanDuel,360
MLS,Real Salt Lake vs Colorado Rapids,h2h,Draw,Bally Bet,320
MLS,Real Salt Lake vs Colorado Rapids,h2h,Draw,BetMGM,333
MLS,Real Salt Lake vs Colorado Rapids,h2h,Draw,FanDuel,340
MLS,Real Salt Lake vs Colorado Rapids,h2h,Real Salt Lake,Bally Bet,-159
MLS,Real Salt Lake vs Colorado Rapids,h2h,Real Salt Lake,BetMGM,-155
MLS,Real Salt Lake vs Colorado Rapids,h2h,Real Salt Lake,FanDuel,-170
MLS,Real Salt Lake vs Colorado Rapids,totals_3.5,Over,Bally Bet,118
MLS,Real Salt Lake vs Colorado Rapids,totals_3.5,Over,BetMGM,110
MLS,Real Salt Lake vs Colorado Rapids,totals_3.5,Under,Bally Bet,-155
MLS,Real Salt Lake vs Colorado Rapids,totals_3.5,Under,BetMGM,-155
MLS,Real Salt Lake vs Houston Dynamo,h2h,Draw,Bally Bet,300
MLS,Real Salt Lake vs Houston Dynamo,h2h,Draw,BetMGM,280
MLS,Real Salt Lake vs Houston Dynamo,h2h,Draw,FanDuel,310
MLS,Real Salt Lake vs Houston Dynamo,h2h,Draw,theScore Bet,280
MLS,Real Salt Lake vs Houston Dynamo,h2h,Houston Dynamo,Bally Bet,310
MLS,Real Salt Lake vs Houston Dynamo,h2h,Houston Dynamo,BetMGM,310
MLS,Real Salt Lake vs Houston Dynamo,h2h,Houston Dynamo,FanDuel,300
MLS,Real Salt Lake vs Houston Dynamo,h2h,Houston Dynamo,theScore Bet,300
MLS,Real Salt Lake vs Houston Dynamo,h2h,Real Salt Lake,Bally Bet,-130
MLS,Real Salt Lake vs Houston Dynamo,h2h,Real Salt Lake,BetMGM,-130
MLS,Real Salt Lake vs Houston Dynamo,h2h,Real Salt Lake,FanDuel,-140
MLS,Real Salt Lake vs Houston Dynamo,h2h,Real Salt Lake,theScore Bet,-125
MLS,Real Salt Lake vs Houston Dynamo,totals_2.5,Over,Bally Bet,-190
MLS,Real Salt Lake vs Houston Dynamo,totals_2.5,Under,Bally Bet,145
MLS,Real Salt Lake vs Houston Dynamo,totals_3.5,Over,BetMGM,125
MLS,Real Salt Lake vs Houston Dynamo,totals_3.5,Under,BetMGM,-175
MLS,San Diego FC vs Austin FC,h2h,Austin FC,Bally Bet,370
MLS,San Diego FC vs Austin FC,h2h,Austin FC,BetMGM,340
MLS,San Diego FC vs Austin FC,h2h,Austin FC,FanDuel,360
MLS,San Diego FC vs Austin FC,h2h,Austin FC,theScore Bet,340
MLS,San Diego FC vs Austin FC,h2h,Draw,Bally Bet,310
MLS,San Diego FC vs Austin FC,h2h,Draw,BetMGM,310
MLS,San Diego FC vs Austin FC,h2h,Draw,FanDuel,320
MLS,San Diego FC vs Austin FC,h2h,Draw,theScore Bet,320
MLS,San Diego FC vs Austin FC,h2h,San Diego FC,Bally Bet,-155
MLS,San Diego FC vs Austin FC,h2h,San Diego FC,BetMGM,-150
MLS,San Diego FC vs Austin FC,h2h,San Diego FC,FanDuel,-165
MLS,San Diego FC vs Austin FC,h2h,San Diego FC,theScore Bet,-145
MLS,San Diego FC vs Austin FC,totals_2.5,Over,Bally Bet,-175
MLS,San Diego FC vs Austin FC,totals_2.5,Under,Bally Bet,132
MLS,San Diego FC vs Austin FC,totals_3.5,Over,BetMGM,120
MLS,San Diego FC vs Austin FC,totals_3.5,Under,BetMGM,-165
MLS,San Diego FC vs FC Cincinnati,h2h,Draw,Bally Bet,320
MLS,San Diego FC vs FC Cincinnati,h2h,Draw,BetMGM,290
MLS,San Diego FC vs FC Cincinnati,h2h,Draw,FanDuel,320
MLS,San Diego FC vs FC Cincinnati,h2h,FC Cincinnati,Bally Bet,295
MLS,San Diego FC vs FC Cincinnati,h2h,FC Cincinnati,BetMGM,225
MLS,San Diego FC vs FC Cincinnati,h2h,FC Cincinnati,FanDuel,220
MLS,San Diego FC vs FC Cincinnati,h2h,San Diego FC,Bally Bet,-132
MLS,San Diego FC vs FC Cincinnati,h2h,San Diego FC,BetMGM,-105
MLS,San Diego FC vs FC Cincinnati,h2h,San Diego FC,FanDuel,-105
MLS,San Diego FC vs FC Cincinnati,totals_3.5,Over,Bally Bet,-103
MLS,San Diego FC vs FC Cincinnati,totals_3.5,Over,BetMGM,-105
MLS,San Diego FC vs FC Cincinnati,totals_3.5,Under,Bally Bet,-127
MLS,San Diego FC vs FC Cincinnati,totals_3.5,Under,BetMGM,-135
MLS,San Jose Earthquakes vs FC Dallas,h2h,Draw,Bally Bet,350
MLS,San Jose Earthquakes vs FC Dallas,h2h,Draw,BetMGM,375
MLS,San Jose Earthquakes vs FC Dallas,h2h,Draw,FanDuel,380
MLS,San Jose Earthquakes vs FC Dallas,h2h,FC Dallas,Bally Bet,400
MLS,San Jose Earthquakes vs FC Dallas,h2h,FC Dallas,BetMGM,450
MLS,San Jose Earthquakes vs FC Dallas,h2h,FC Dallas,FanDuel,470
MLS,San Jose Earthquakes vs FC Dallas,h2h,San Jose Earthquakes,Bally Bet,-180
MLS,San Jose Earthquakes vs FC Dallas,h2h,San Jose Earthquakes,BetMGM,-200
MLS,San Jose Earthquakes vs FC Dallas,h2h,San Jose Earthquakes,FanDuel,-210
MLS,San Jose Earthquakes vs FC Dallas,totals_3.5,Over,Bally Bet,102
MLS,San Jose Earthquakes vs FC Dallas,totals_3.5,Over,BetMGM,-110
MLS,San Jose Earthquakes vs FC Dallas,totals_3.5,Under,Bally Bet,-132
MLS,San Jose Earthquakes vs FC Dallas,totals_3.5,Under,BetMGM,-130
MLS,Seattle Sounders FC vs LA Galaxy,h2h,Draw,Bally Bet,300
MLS,Seattle Sounders FC vs LA Galaxy,h2h,Draw,BetMGM,290
MLS,Seattle Sounders FC vs LA Galaxy,h2h,Draw,FanDuel,310
MLS,Seattle Sounders FC vs LA Galaxy,h2h,LA Galaxy,Bally Bet,375
MLS,Seattle Sounders FC vs LA Galaxy,h2h,LA Galaxy,BetMGM,360
MLS,Seattle Sounders FC vs LA Galaxy,h2h,LA Galaxy,FanDuel,380
MLS,Seattle Sounders FC vs LA Galaxy,h2h,Seattle Sounders FC,Bally Bet,-152
MLS,Seattle Sounders FC vs LA Galaxy,h2h,Seattle Sounders FC,BetMGM,-155
MLS,Seattle Sounders FC vs LA Galaxy,h2h,Seattle Sounders FC,FanDuel,-165
MLS,Seattle Sounders FC vs LA Galaxy,totals_2.5,Over,Bally Bet,-177
MLS,Seattle Sounders FC vs LA Galaxy,totals_2.5,Over,BetMGM,-175
MLS,Seattle Sounders FC vs LA Galaxy,totals_2.5,Under,Bally Bet,133
MLS,Seattle Sounders FC vs LA Galaxy,totals_2.5,Under,BetMGM,120
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,Draw,Bally Bet,275
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,Draw,BetMGM,270
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,Draw,DraftKings,270
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,Draw,FanDuel,280
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,Draw,theScore Bet,270
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,San Jose Earthquakes,Bally Bet,215
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,San Jose Earthquakes,BetMGM,230
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,San Jose Earthquakes,DraftKings,235
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,San Jose Earthquakes,FanDuel,230
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,San Jose Earthquakes,theScore Bet,240
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,Seattle Sounders FC,Bally Bet,110
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,Seattle Sounders FC,BetMGM,100
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,Seattle Sounders FC,DraftKings,-105
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,Seattle Sounders FC,FanDuel,105
MLS,Seattle Sounders FC vs San Jose Earthquakes,h2h,Seattle Sounders FC,theScore Bet,100
MLS,Seattle Sounders FC vs San Jose Earthquakes,totals_2.5,Over,BetMGM,-175
MLS,Seattle Sounders FC vs San Jose Earthquakes,totals_2.5,Under,BetMGM,120
MLS,Seattle Sounders FC vs San Jose Earthquakes,totals_3.5,Over,Bally Bet,143
MLS,Seattle Sounders FC vs San Jose Earthquakes,totals_3.5,Under,Bally Bet,-190
MLS,Sporting Kansas City vs LA Galaxy,h2h,Draw,Bally Bet,290
MLS,Sporting Kansas City vs LA Galaxy,h2h,Draw,BetMGM,290
MLS,Sporting Kansas City vs LA Galaxy,h2h,Draw,DraftKings,280
MLS,Sporting Kansas City vs LA Galaxy,h2h,Draw,FanDuel,310
MLS,Sporting Kansas City vs LA Galaxy,h2h,Draw,theScore Bet,290
MLS,Sporting Kansas City vs LA Galaxy,h2h,LA Galaxy,Bally Bet,-104
MLS,Sporting Kansas City vs LA Galaxy,h2h,LA Galaxy,BetMGM,-110
MLS,Sporting Kansas City vs LA Galaxy,h2h,LA Galaxy,DraftKings,-115
MLS,Sporting Kansas City vs LA Galaxy,h2h,LA Galaxy,FanDuel,-120
MLS,Sporting Kansas City vs LA Galaxy,h2h,LA Galaxy,theScore Bet,-115
MLS,Sporting Kansas City vs LA Galaxy,h2h,Sporting Kansas City,Bally Bet,235
MLS,Sporting Kansas City vs LA Galaxy,h2h,Sporting Kansas City,BetMGM,250
MLS,Sporting Kansas City vs LA Galaxy,h2h,Sporting Kansas City,DraftKings,255
MLS,Sporting Kansas City vs LA Galaxy,h2h,Sporting Kansas City,FanDuel,240
MLS,Sporting Kansas City vs LA Galaxy,h2h,Sporting Kansas City,theScore Bet,250
MLS,Sporting Kansas City vs LA Galaxy,totals_3.5,Over,Bally Bet,107
MLS,Sporting Kansas City vs LA Galaxy,totals_3.5,Over,BetMGM,100
MLS,Sporting Kansas City vs LA Galaxy,totals_3.5,Under,Bally Bet,-139
MLS,Sporting Kansas City vs LA Galaxy,totals_3.5,Under,BetMGM,-145
MLS,St. Louis City SC vs Los Angeles FC,h2h,Draw,Bally Bet,260
MLS,St. Louis City SC vs Los Angeles FC,h2h,Draw,BetMGM,260
MLS,St. Louis City SC vs Los Angeles FC,h2h,Draw,FanDuel,260
MLS,St. Louis City SC vs Los Angeles FC,h2h,Draw,theScore Bet,260
MLS,St. Louis City SC vs Los Angeles FC,h2h,Los Angeles FC,Bally Bet,140
MLS,St. Louis City SC vs Los Angeles FC,h2h,Los Angeles FC,BetMGM,135
MLS,St. Louis City SC vs Los Angeles FC,h2h,Los Angeles FC,FanDuel,140
